id,ch0,ch1,ch2,ch3,accel0,accel1,accel2,timestamp
6, 3.73, 15.65, 6.09, 23.76, 0.000, 0.000, 0.000, 12:40:22.096
7, -0.05, 38.03, 10.57, 12.46, 0.000, 0.000, 0.000, 12:40:22.110
8, 6.65, -13.05, 13.31, -9.27, 0.000, 0.000, 0.000, 12:40:22.110
9, 0.96, -14.42, 10.85, 12.58, 0.000, 0.000, 0.000, 12:40:22.124
10, 3.75, 22.91, 8.04, 24.82, 0.000, 0.000, 0.000, 12:40:22.124
11, 8.71, -4.59, 5.25, -11.21, 0.000, 0.000, 0.000, 12:40:22.126
12, 12.06, -26.24, 7.44, -2.86, 0.000, 0.000, 0.000, 12:40:22.126
13, 0.87, 19.43, 8.79, 21.09, 0.000, 0.000, 0.000, 12:40:22.141
14, 12.17, 22.87, 6.70, -6.57, 0.000, 0.000, 0.000, 12:40:22.141
15, 15.43, -20.28, 3.49, -10.07, 0.000, 0.000, 0.000, 12:40:22.154
16, 3.19, 11.95, 11.73, 16.64, 0.000, 0.000, 0.000, 12:40:22.154
17, 4.93, 38.43, 5.06, 9.66, 0.000, 0.000, 0.000, 12:40:22.156
18, 16.83, -3.01, 7.90, -10.57, 0.000, 0.000, 0.000, 12:40:22.156
19, 11.06, -0.27, 9.08, 7.89, 0.000, 0.000, 0.000, 12:40:22.171
20, 3.15, 45.88, 11.20, 18.38, 0.000, 0.000, 0.000, 12:40:22.171
21, 12.78, 15.34, 9.23, -10.95, 0.000, 0.000, 0.000, 12:40:22.185
22, 11.94, -9.97, 2.13, -0.53, 0.000, 0.000, 0.000, 12:40:22.185
23, 4.68, 33.14, 7.55, 27.97, 0.000, 0.000, 0.000, 12:40:22.186
24, 14.43, 35.68, 7.49, 9.27, 0.000, 0.000, 0.000, 12:40:22.186
25, 17.32, -11.74, 7.57, -11.31, 0.000, 0.000, 0.000, 12:40:22.200
26, 8.69, 19.04, 6.97, 22.91, 0.000, 0.000, 0.000, 12:40:22.200
27, 8.86, 47.52, 6.61, 15.67, 0.000, 0.000, 0.000, 12:40:22.214
28, 16.26, -0.53, 1.49, -14.08, 0.000, 0.000, 0.000, 12:40:22.214
29, 3.01, 1.74, 6.21, 11.40, 0.000, 0.000, 0.000, 12:40:22.216
30, 9.37, 49.69, 12.76, 24.65, 0.000, 0.000, 0.000, 12:40:22.216
31, 13.25, 26.70, 8.98, -7.71, 0.000, 0.000, 0.000, 12:40:22.230
32, 13.41, 0.11, 7.02, 0.41, 0.000, 0.000, 0.000, 12:40:22.230
33, 4.99, 44.59, 14.89, 28.86, 0.000, 0.000, 0.000, 12:40:22.244
34, 5.87, 38.43, 8.58, 1.86, 0.000, 0.000, 0.000, 12:40:22.244
35, 13.00, -9.25, 7.93, -5.40, 0.000, 0.000, 0.000, 12:40:22.246
36, 4.51, 17.26, 9.26, 24.15, 0.000, 0.000, 0.000, 12:40:22.246
37, 4.75, 44.62, 13.39, 10.51, 0.000, 0.000, 0.000, 12:40:22.261
38, 11.65, -1.80, 6.10, -8.09, 0.000, 0.000, 0.000, 12:40:22.261
39, 5.98, -3.51, 12.75, 18.01, 0.000, 0.000, 0.000, 12:40:22.274
40, 0.10, 35.54, 8.83, 19.56, 0.000, 0.000, 0.000, 12:40:22.274
41, 12.36, 3.63, 5.06, -9.97, 0.000, 0.000, 0.000, 12:40:22.276
42, 10.55, -14.71, 12.13, 5.41, 0.000, 0.000, 0.000, 12:40:22.276
43, -2.52, 29.97, 11.03, 23.39, 0.000, 0.000, 0.000, 12:40:22.291
44, 6.21, 24.76, 9.29, -1.62, 0.000, 0.000, 0.000, 12:40:22.291
45, 9.51, -18.76, 8.49, -7.83, 0.000, 0.000, 0.000, 12:40:22.304
46, -0.30, 9.82, 8.02, 25.12, 0.000, 0.000, 0.000, 12:40:22.304
47, -2.66, 30.77, 5.41, 10.78, 0.000, 0.000, 0.000, 12:40:22.306
48, 11.89, -8.51, 5.17, -17.53, 0.000, 0.000, 0.000, 12:40:22.306
49, 1.72, -9.38, 8.66, 10.66, 0.000, 0.000, 0.000, 12:40:22.321
50, 3.52, 41.43, 8.76, 23.09, 0.000, 0.000, 0.000, 12:40:22.321
51, 13.87, 5.67, 9.27, -14.07, 0.000, 0.000, 0.000, 12:40:22.334
52, 9.85, -15.85, 6.53, 1.92, 0.000, 0.000, 0.000, 12:40:22.334
53, -0.23, 32.52, 7.94, 23.33, 0.000, 0.000, 0.000, 12:40:22.336
54, 7.77, 33.14, 8.29, -0.06, 0.000, 0.000, 0.000, 12:40:22.336
55, 14.12, -15.82, 7.65, -10.16, 0.000, 0.000, 0.000, 12:40:22.351
56, -0.37, 9.22, 10.20, 22.36, 0.000, 0.000, 0.000, 12:40:22.351
57, 1.52, 36.08, 10.61, 12.11, 0.000, 0.000, 0.000, 12:40:22.364
58, 11.32, -4.84, 7.92, -17.08, 0.000, 0.000, 0.000, 12:40:22.365
59, 4.05, -6.19, 5.37, 13.35, 0.000, 0.000, 0.000, 12:40:22.366
60, 5.57, 44.90, 9.76, 24.70, 0.000, 0.000, 0.000, 12:40:22.366
61, 9.99, 7.07, 9.16, -12.48, 0.000, 0.000, 0.000, 12:40:22.380
62, 9.97, -14.83, 2.32, -0.69, 0.000, 0.000, 0.000, 12:40:22.380
63, 0.96, 30.21, 14.17, 25.72, 0.000, 0.000, 0.000, 12:40:22.394
64, 4.01, 30.70, 8.05, -7.25, 0.000, 0.000, 0.000, 12:40:22.395
65, 12.02, -13.65, 0.62, -8.83, 0.000, 0.000, 0.000, 12:40:22.396
66, 3.95, 21.00, 9.69, 24.59, 0.000, 0.000, 0.000, 12:40:22.396
67, 3.02, 39.37, 8.75, 9.62, 0.000, 0.000, 0.000, 12:40:22.410
68, 10.22, -4.51, 11.17, -15.34, 0.000, 0.000, 0.000, 12:40:22.410
69, 8.33, 0.45, 8.86, 14.57, 0.000, 0.000, 0.000, 12:40:22.424
70, 0.22, 40.43, 4.84, 22.12, 0.000, 0.000, 0.000, 12:40:22.424
71, 7.42, 10.30, 5.19, -13.11, 0.000, 0.000, 0.000, 12:40:22.426
72, 14.00, -13.18, 7.44, 4.40, 0.000, 0.000, 0.000, 12:40:22.426
73, -0.17, 25.65, 10.78, 24.51, 0.000, 0.000, 0.000, 12:40:22.441
74, 9.50, 28.26, 9.38, -0.12, 0.000, 0.000, 0.000, 12:40:22.441
